,created_at,user_name,user_screen_name,user_followers_count,user_friends_count,user_location,tweet,tweet_likes,retweet_count
82,2021-12-05 00:11:33,todd a. griner,supertodd1,379,574,"Cincinnati,Ohio ","RT @TheDragonFeeder: “Parties r accused of: 

“aiding &amp; abetting participation in subordination of exploitation”, 

“slavery, as a crime ag…",0,13
85,2021-12-05 00:11:29,JUSTin 🥱,Sir_Nike,2291,3596,"Dallas, TX",Still won $400 of this game 🤣 s/o to my boys @DrewButler &amp; @aaronmurray11 🤝 go listen to my boys podcast @PuntandPass,0,0
87,2021-12-05 00:11:24,Kåre Søyland,karesoyland,42,600,"Oslo, Norway","RT @TheDragonFeeder: “Parties r accused of: 

“aiding &amp; abetting participation in subordination of exploitation”, 

“slavery, as a crime ag…",0,13
93,2021-12-05 00:11:10,ceolin,matheusceolin7,197,104,"Humaitá, Brasil","Era 2010, sem Nike nos pés",0,0
101,2021-12-05 00:10:35,DaraMichele,DaraMichele_,860,779,"Newport Beach, CA",@rukiddingmelolz All that Bulls/Nike/McDonald’s money. Scottie is a legend.,1,0
102,2021-12-05 00:10:34,ZephyrChan (陳巽華),zephyrchan,572,1579,"San Francisco, CA","RT @TheDragonFeeder: “Parties r accused of: 

“aiding &amp; abetting participation in subordination of exploitation”, 

“slavery, as a crime ag…",0,13
105,2021-12-05 00:10:25,Xina Weicks,xinachan_,11,54,"Long Beach, CA",People love to wear nike but never just do it.,0,0
117,2021-12-05 00:09:37,alive,allifatihah,348,387,"Semarang, Jawa Tengah","RT @TheSiteSupply: Early look at the upcoming Louis Vuitton x Nike Air Force 1 Low ✨

📸 matthewmwilliams (IG) https://t.co/s6ebhzGuEC",0,102
118,2021-12-05 00:09:34,ChaseTheArt.eth,ChaseTheArt,831,1756,"New York, USA","RT @LightCultCrypto: Just announced! 💡via @SneakerNews #ronenglish #lightcult #nft #kevindurant #nike #nftmint #lccc

https://t.co/D9I7sAvO…",0,16
122,2021-12-05 00:09:24,Braylon Watkins,hustlediff,10,27,"Grand Prairie, TX",@___MimiLove Ohhh idk then Nike just resent another pair no questions asked!!,0,0
129,2021-12-05 00:08:44,Chase,RaijinDG,3,15,"West Springfield, MA","RT @100Thieves: Our Thievesgiving festivities continue with our friends at @StockX!

This time, we're highlighting a gift from @CashNasty's…",0,419
130,2021-12-05 00:08:42,📌,biancalexandra0,436,388,"Lisboa, Portugal","RT @even_in_life: Família este ano deu nike, fui ver as luzes de natal com ele",0,1
131,2021-12-05 00:08:29,Braylon Watkins,hustlediff,10,27,"Grand Prairie, TX",@___MimiLove Is it Nike,0,0
132,2021-12-05 00:08:26,Sneaker Bar Detroit,SBDetroit,66239,109,"Detroit, MI",Nike KD 14 Inspired by Ron English’s Light Cult Crypto Club https://t.co/BqzoR9fX70 https://t.co/0qlWB5g9cY,3,0
134,2021-12-05 00:08:20,JUSTin 🥱,Sir_Nike,2291,3596,"Dallas, TX",Brockkkk,2,0
138,2021-12-05 00:07:57,Maron Mulingtapang,MaronLuigi,68,71,"San Antonio, Calabarzon",RT @StreetFashion01: PATTA x Nike Air Max 1 Concept by EVANGE!🖤 https://t.co/wKsdX9wNqQ,0,8104
140,2021-12-05 00:07:55,Chris Fenton,TheDragonFeeder,11660,7936,"Los Angeles, CA","“Parties r accused of: 

“aiding &amp; abetting participation in subordination of exploitation”, 

“slavery, as a crime against humanity” 

&amp; 

“aiding &amp; abetting (debt) fencing and or (debt) money laundering”.”

#nike #patagonia #china #xinjiang #uyghurs 
 https://t.co/qAKrzaAatF",12,13
149,2021-12-05 00:07:31,ChaseTheArt.eth,ChaseTheArt,831,1756,"New York, USA","You may have heard of them-  @Nike, and a ball player named @KDTrey5, are releasing some @LightCultCrypto kicks. 
NIKE's first NFT anything. 
Probably... Something. 
Go mint one.
https://t.co/VlwDvQSpUp
Feel free to hit me up if you are confused or have any questions.
#NFT #LCCC https://t.co/acsjOz7sz0",1,0
150,2021-12-05 00:07:26,Brandy 🥀,8brandyy,160,243,"Cachan, France",depuis que je taff à nike j’achète trop de paire c’est une dingueriie 😩,0,0
156,2021-12-05 00:07:08,dayanahimes🌼Sky🕊,justdianarodeo,788,73,"Manila, Philippines","RT @deogakkaiwayo: In 2012, B.A.P was chosen to represent NIKE’s Air Force 1 as style icons for its 30th Anniversary. A spokesperson from N…",0,81
162,2021-12-05 00:06:24,Indiana Williams,officially_indi,74,316,"Melbourne, Victoria","100km last month, on to the next 100! #nike #nikerunclub #nrc #running https://t.co/p5hQekSahC",2,0
163,2021-12-05 00:06:23,LF Sports,lfsports6_,767,2,"Realengo, Rio de Janeiro",NIKE BRINCOU DE FAZER CAMISA BONITA PRA INTER ESSA TEMPORADA!! 😬💥🏌️‍♂️ https://t.co/ArJVgi0omE,15,7
166,2021-12-05 00:06:12,Ty.🪐,teezy_h,571,1003,"Da Dirty South, GA",@chrisdamalexdis @FalconsRMcKay @AtlantaFalcons @Nike https://t.co/9N62u1Cf6k,0,0
194,2021-12-05 00:06:01,Nate🏔🌴,nathanmargiela,86,177,"Ewa Beach, HI",RT @StreetFashion01: Louis Vuitton x Nike SS22 Briefcase!🖤 https://t.co/iCVZhoUbBz,0,78
200,2021-12-05 00:05:32,NUSKO KUSCO 💔🥀,Nuskie2x,3799,3449,"Montgomery, AL",RT @Junfordd: Being a part of Nike’s #YardRunners Class Of 2021 gives me an overwhelming amount of joy that I was selected to be the advoca…,0,13
202,2021-12-05 00:05:23,𝚀𝚞𝚒𝚖e𝚢,QuimeyHiga26,56,100,"Mar del Plata, Argentina      ",jugué al fútbol con las nike por vos morocho,0,0
204,2021-12-05 00:05:18,KING TUT 🥈🥉,_TwanHill,1529,834,"Michigan, USA",Omm need a nike tech,1,1
206,2021-12-05 00:05:14,Alien Space Babe🪐✨,nike_a_go_go,265,667,"Portland, OR",@KamenRiderNeko 😰 owww on the knuckle too!,0,0
207,2021-12-05 00:05:04,Gabe,gabrie1i,3,13,"Connecticut, USA","@kicksonfire Pretty simple. Jump man patch, drop. Nike Air patch, must cop",0,0
212,2021-12-05 00:04:35,Danny V.,Dannygots0le91,14,85,"Oakland, CA",RT for @virgilabloh #VirgilAbloh #RIPvirgilabloh #offwhite @OffWht @Nike I made myself. https://t.co/kttJgatEDp,0,0
214,2021-12-05 00:04:30,8/17 💙,Katia_Rayanna,1560,860,"New York, NY",RT @StreetFashion01: Louis Vuitton x Nike SS22 Briefcase!🖤 https://t.co/iCVZhoUbBz,0,78
220,2021-12-05 00:04:19,Daddy Fat Stacks,DaddyFatStacks8,1044,3396,"Las Vegas, NV","Baltimore Ravens Nike Olive Long Sleeve

https://t.co/ZlzpEjOash

#sponsored #baltimoreravens #nfl #ravens #baltimore #football #lamarjackson #ravensflock #ravensnation #sports #playlikearaven #ravensfootball #bmore #maryland #afcnorth #fantasyfootball #ravensfan #bigtruss https://t.co/JT6kkxWK3A",0,1
222,2021-12-05 00:04:16,S Q U I R E 🥵⚡️,_SupremeXSquire,592,738,"Zone 1,Bankhead",RT @ModernNotoriety: Nike SB Dunk Low “Blue Raspberry” Launching Summer 2022 🔵 https://t.co/Zmr8hQmdgx https://t.co/6ECNYEgPup,0,45
228,2021-12-05 00:03:54,YK☆Hama,PeasK045,36,388,"Setagaya,Tokyo","#nike さん、 #snkrs さん！
今日もアザます🙇🏼‍♂️🙇🏼‍♂️🙇🏼‍♂️
#lebron
#lebron19
#KingJames
#uniform_hook https://t.co/GAmRhi1Jwu",0,0
239,2021-12-05 00:03:16,JUSTin 🥱,Sir_Nike,2291,3596,"Dallas, TX",Bama routed our ass 🥴,3,0
252,2021-12-05 00:02:42,Gary Hulme,garyhulme1812,6923,6723,"Stoke-on-Trent, England","RT @NicoliarSturge1: The SNP HID the fact of the new virus 🦠 YET again another cover up after the Nike virus 🦠 cover up.

Jason letch on BB…",0,130
255,2021-12-05 00:02:36,𝕄𝕚𝕒 ♡,Miastby,121,313,"Paris, France",ou chinelo da Nike https://t.co/LXXm02vc7s,2,0
257,2021-12-05 00:02:33,LYNN💚.,_boislynn,649,581,"Houston, TX",chick fil a &amp; a nike tech https://t.co/2Fn1FpL4Kf,1,0
258,2021-12-05 00:02:31,JUSTin 🥱,Sir_Nike,2291,3596,"Dallas, TX",Lmao really Stetson,1,0
260,2021-12-05 00:02:29,cauê,caueftn,877,475,"Barcelona, Spain","Nike Joyride Advertisement
all support is appreciated https://t.co/oiQYQzIq92",13,1
265,2021-12-05 00:02:10,Wabissa Bede ❄️,Wabissa_B11,4278,553,"College Station, TX",RT @brkicks: These Giannis Nike Zoom Freak 3 UNO colorways are amazing. One gotta go 🤔 @Giannis_An34 https://t.co/GRvOUmHqOl,0,21
276,2021-12-05 00:01:18,SoleInsider,SoleInsider,3651,7946,"New York, NY","A Closer Look At The Nike Air Max 90 Golf NRG Leopard releasing December 18th, 2021 https://t.co/3tl0UiPPgF",0,0
277,2021-12-05 00:01:18,Lore Cortez Chávez,Lcortezchavez,277,497,"Lima, Peru",Triangular - Copa Alianza Lima by Nike https://t.co/WYgLucv5jx,1,0
284,2021-12-05 00:00:36,Grindlos 🇩🇴🇸🇻,UptownFlyboy190,200,2612,"Allentown, PA","RT @SOLETOCART: Nike Air Jordan Retro XI ""Cool Grey"" slots are now live!

✅  12.11.21
✅  Ran on multiple websites!
✅  Hottest drop this mon…",0,1
285,2021-12-05 00:00:29,MKE Business Journal,MKEBizJournal,24730,236,"Milwaukee, WI",These companies had the highest CEO-to-worker-pay ratios https://t.co/OddFxzcsBa https://t.co/p7ns9pxbfC,0,0
290,2021-12-05 00:00:15,Streetz Ent.®,Streetz_Ent,1982,2344,"Augusta, Georgia",RT @Jumpman23: The AJ XI ‘Cool Grey’ drops 12.11 in the Nike App. Download the app to get notified.,0,91
294,2021-12-05 00:00:11,West Side Marketplace,hopescloset2,3886,1183,"South Dakota, USA",RT @StateTreasures: Nike Standard Fit Dri-Fit 4 Pocket Men's Golf Pants Size 38×32 - Grey #ebayseller #ebaydeals #ebayfinds #eBay #Sales #t…,0,6
303,2021-12-04 23:59:40,La Gata,chairaldine,48,686,"Los Angeles, CA","Nike, I am simply BEGGING you to make lifting shoes that just look like this. There is no reason they can’t look this good, I’m tired of looking like a little nerd! https://t.co/Jlv7nMgtYL",0,0
307,2021-12-04 23:59:19,Princess Of Macabre👑🖤💋,Tiffani_Cupcake,277,516,"Las Vegas, NV","RT @LXZRY_Apparel: *SPECIAL EDITION*
Bleu Clair Icon Sports Bra
Retail: $50
Free Shipping
NOW AVAILABLE!
⭐️
#LXZRY #LasVegas #SinCity #stre…",0,1
308,2021-12-04 23:59:08,warehousej⭕️nn.eth,warehousejonn,71,153,"Baltimore, MD","RT @SneakerNews: Anyone into NFTs? This Nike KD 14 by Ron English touches on the Light Cult Crypto Club an the growing Bulbhead community
h…",0,15
321,2021-12-04 23:58:23,𝕘𝕦𝕣𝕡𝕣𝕖𝕖𝕥,preetk97,165,142,"California, USA",Nike sweatsuits 😍,0,0
335,2021-12-04 23:57:27,ryn,unionRK,52,46,"Oregon, USA",RT @Undrleakovr: Louis Vuitton x Nike Air Force 1 (2022) https://t.co/YlTDRezcFb,0,22
337,2021-12-04 23:57:17,Francês,matfranceschi,3093,926,"Rio de Janeiro, Brasil","Vitória é ser playboy e pegar mina 
Rap da Armas, caralho, funk com axé 
Blondor no bigode ralo, nós ama Nike Air!!",0,0
339,2021-12-04 23:57:15,muller🧉,mullerkkj,510,1767,"Porto Alegre, Brasil","@Gaules realidade: parceria com a nike de algum tênis (que será muito caro, diga-se de passagem)

mas é god dms",1,0
345,2021-12-04 23:56:42,Matheus,Matheus22Rosa,7,39,"Vitória, Brasil","@vevitolas É tipo aquele da nike ? Se for tem seu sauce po, só precisa achar kkkkkk",0,0
353,2021-12-04 23:56:07,Jeramie Ungsod_KemMookda🇵🇭🇵🇭🇵🇭,JeramieUngsod,532,1756,"Quezon, Central Luzon","RT @voteforpjm: Jimin ranks 1st in the survey conducted by the Exciting Dish, DC Inside Portal site for 7 days (Nov 28 to Dec 4) as the Mos…",0,101
354,2021-12-04 23:56:05,Alex,spiderlesbian,47,370,"Glasgow, Scotland",Austin’s ever present Nike sweatband just in the middle of his forearm like dude u are taking car wash orders why do u need a sweatband,0,0
358,2021-12-04 23:56:02,cauã lima,cauaalima_,130,100,"Brasília, Brasil",saudades de quando o flamengo era nike,2,1
360,2021-12-04 23:55:51,DBOUL🇸🇳🇫🇷,DBOUL71,983,521,"Nice, France",✍🏼 je veux ça #Nike pour le fête de fin d’année❤️✅.       #PapaNoel01net #ad #GiveawayPcPortable #LRDS                @Nike https://t.co/TayhzI5ppq,1,0
361,2021-12-04 23:55:47,Maybe: Abdul,jpapigordoo,652,523,"Houston, TX","Never ordering directly through Nike again, my package has not shipped😡😡",0,0
363,2021-12-04 23:55:42,HeG News 🥃 | OUÇA OI DEUS,hegnewss,224,150,"Uberlândia, Brasil",@centraldefasheg Nike PARABENS GUILHERME,0,0
370,2021-12-04 23:55:05,Toy ☺️,hi_im_toy,103,605,"Memphis, TN","RT @PeerlessClub: Pre-orders open for ""Cool Grey"" x
AJ Retro 11s"" tomorrow . First 10
people only! #Preorder #AirJordan 
#Retro11 #CoolGrey…",0,2
378,2021-12-04 23:54:34,2 Bit,Big_CliffHuncho,231,499,"Cleveland, OH",If Ion get a Nike Tech im moving furniture,0,0
383,2021-12-04 23:54:10,Adenikè,Nike_Olonade,640,309,"Waterloo, Ontario",RT @KShakur2U: It’s wild the things we don’t even realize we don’t have because of racism. I never even thought about the fact I never saw…,0,84010
384,2021-12-04 23:54:06,ye,sunatlaserbeam,574,576,"Semarang, Jawa Tengah","RT @Ovrnundr: Matthew Williams receives an early pair of Louis Vuitton x Nike Air Force 1 Low 👀 

Photo: @matthewmwilliams https://t.co/V2i…",0,62
386,2021-12-04 23:53:58,Adenikè,Nike_Olonade,640,309,"Waterloo, Ontario",RT @gbenro: 🏃 https://t.co/oLIcG0V7Vv,0,54
390,2021-12-04 23:53:48,ye,sunatlaserbeam,574,576,"Semarang, Jawa Tengah",RT @kicksonfire: Official Images: Nike Air Max 97 Air Sprung https://t.co/Nyr8Ll7LUy,0,13
393,2021-12-04 23:53:43,paola alejandra,_paolial,195,293,"Cayey, Puerto Rico",RT @bestoffshoes: Nike SB Dunk Low https://t.co/YRyaDX3xOe,0,249
397,2021-12-04 23:53:32,Jahmari,Jahmarilowe97__,306,1231,"Ajax, Pickering","RT @JustFreshKicks: Releasing 12/18 via SNKRS
Air Jordan 1 Retro High OG 'Craft'
=&gt; https://t.co/nNXfAVMRgI https://t.co/zhAXGRRn5I",0,9
398,2021-12-04 23:53:16,Dr.Vill'a,Chinemerem_14,40,122,"Lagos, Nigeria",@iiam_nike In lasis voice..... Nike!!,0,0
399,2021-12-04 23:53:14,ye,sunatlaserbeam,574,576,"Semarang, Jawa Tengah","RT @SneakerNews: Anyone into NFTs? This Nike KD 14 by Ron English touches on the Light Cult Crypto Club an the growing Bulbhead community
h…",0,15
402,2021-12-04 23:53:04,Casey Jones,nike_flippies,547,480,"Riverside, CA",Complacency is the worst trait to have,0,0
403,2021-12-04 23:53:04,F a r r u 🤘🏻,farru_1995,893,609,"Montevideo, Uruguay","No he visto champion en la historia de la humanidad que supere a los Nike total 90 ,firme que si tenías esos eras Jesús https://t.co/Hml9jQ2NTi",0,0
408,2021-12-04 23:52:48,Adenikè,Nike_Olonade,640,309,"Waterloo, Ontario","RT @Jesugbemileke: This!!!!!
That feeling of not being able to pray, the unworthiness, the feeling of God being ashamed of you, that heavy…",0,9
410,2021-12-04 23:52:27,Aziza✨💕,4everziza,1980,2289,"Maryland, USA",RT @JetLifeBrandon: Crunchy up there in a ski mask &amp; Nike Boots like he in the gogo,0,188
420,2021-12-04 23:51:55,you can call me,iicaaaaaak,529,367,"Tangerang, Indonesia",@ohmybeautybank Nike jordan yg abu 🥲,0,0
424,2021-12-04 23:51:37,olive 🫒,pengtinglikeliv,235,211,"Toronto, Ontario",RT @kicksonfire: Nike Dunk Low WMNS Winter Solstice. ☀️ https://t.co/7Dgi0gHIdj,0,46
425,2021-12-04 23:51:37,Nicolás Hernández,nike_hernandez2,114,2106,"Tampico, Tamaulipas",@RaoulPolloOrtiz Y en puestos de conference league,1,0
434,2021-12-04 23:51:21,Trapahari,KahariOneHunnit,771,755,"Boston, MA",RT @Undrleakovr: Louis Vuitton x Nike Air Force 1 (2022) https://t.co/YlTDRezcFb,0,23
438,2021-12-04 23:51:06,Kaya 👟🧋,Kaya_Alexander5,1509,1083,"Chicago, IL",@p_kicks23 @maniere_usa @Jumpman23 @nikestore @Nike @SneakerAdmirals Thank you!! 🙏🙏,1,0
447,2021-12-04 23:50:47,Angelina Vargas,avargas046,1,1,"Colorado Springs, CO",RT @ModernNotoriety: Nike SB Dunk Low “Blue Raspberry” Launching Summer 2022 🔵 https://t.co/Zmr8hQmdgx https://t.co/6ECNYEgPup,0,45
448,2021-12-04 23:50:45,Casey Jones,nike_flippies,547,480,"Riverside, CA",RT @TrialGhislaine: Global media industrial complex fails to report on the Epstein case.,0,71
452,2021-12-04 23:50:35,Casey Jones,nike_flippies,547,480,"Riverside, CA",RT @Monty_Badu: that part. https://t.co/yFmPX0lFmg,0,9756
461,2021-12-04 23:49:55,Casey Jones,nike_flippies,547,480,"Riverside, CA",All night parking ~Adele,0,0
465,2021-12-04 23:49:36,Aurora,ABmaniwaters,228,683,"Arizona, USA","RT @projectNANOPASS: Today we hosted our first Nanopass Charity Auction!

Thank you @tier1brick for providing your Nike Dunk Panda Lows for…",0,170
467,2021-12-04 23:49:35,Ashley,smashley0095,87,70,"san diego, ca",RT @Undrleakovr: Louis Vuitton x Nike Air Force 1 (2022) https://t.co/YlTDRezcFb,0,23
474,2021-12-04 23:49:03,Soapierpompano,Soapierpompano,620,915,"Québec, Canada","Been running Nike CA for a week for brick flips and it's looking good 🐒🇨🇦😍🚀

Bots: @TohruAIO_ 
Proxies: @northproxies @ProxyChimp @SpaceProxies @heatproxy 
CG: @TheNorthCop @cookalerts
FnF: @Zagmoji
Cook buddy: @snkrsca @mane_mane_24 @DOINGITXL https://t.co/nlojtNnb9f",3,1
479,2021-12-04 23:48:31,Niptuck ,Niqominaj1,1692,1581,"Hidden Hills, CA",Y is this ugly shoe 7k @Nike https://t.co/r5Yet7c6DH,2,0
482,2021-12-04 23:48:15,Daddy Fat Stacks,DaddyFatStacks8,1044,3396,"Las Vegas, NV","Indianapolis Colts Darius Leonard Jersey Royal

https://t.co/Hm3JraEfGw

#sponsored #indianapoliscolts #colts #coltsnation #indianapolis #coltsfootball #gocolts #indy #coltsforged #coltsfan #coltstrong #tyhilton #coltsstrong #coltsfans #andrewluck #indiana #indycolts https://t.co/a7tPMla8ev",0,0
484,2021-12-04 23:48:09,Matheus Araújo,TheussAraujo,679,673,"Brasília, Brasil","Engraçado todo rave pvt eu uso nike, nos house só uso Adidas kkkkkkkk porém amanhã queria ir de Adidas :(",1,0
503,2021-12-04 23:46:47,g☻︎rY... ☠︎,bezaresgory,363,77,"Jacksonville Beach, FL",RT @sneakerhuddle: Off-White x Louis Vuitton x Nike Air Force 1 - WHAT A MASTERPIECE 🖌 https://t.co/vYYhgW69BA,0,28
512,2021-12-04 23:46:17,Des 👸🏽,Deezy_Mego,654,479,"Coal Region, P.A",@Nike why am I being lied to by your team? 🥴 https://t.co/FHiw4YVn7M,0,0
513,2021-12-04 23:46:13,Sneaker Bar Detroit,SBDetroit,66239,109,"Detroit, MI","Nike LeBron 19 ""Dutch Blue"" Releases December 18th https://t.co/t0HJP0gk7k https://t.co/mLT3kLYF8X",7,3
516,2021-12-04 23:45:55,N A C H O ®,matiaaaaas_DR,610,564,"Concepción, Chile",Estoy entre unas Adidas o Nike,0,0
517,2021-12-04 23:45:49,Catherine quevedo,Catherinequeve3,450,751,"Baguio City, Cordillera Admin ","RT @keunurO_O: NGAYON KO LANG NAPANSIN LAHAT SILA NAKA NIKE SHOES?????

LAFSxSB19 OST SOON
@SB19Official
#STANWORLD #SB19
Watch #Bazinga_SB…",0,24
519,2021-12-04 23:45:40,✨Peerless👟Club✨,PeerlessClub,2,1,"Goodyear, AZ","Pre-orders open for ""Cool Grey"" x
AJ Retro 11s"" tomorrow . First 10
people only! #Preorder #AirJordan 
#Retro11 #CoolGrey #SneakerPlug
#Nike #LatestDrop #SneakerHead
#SneakerCommunity https://t.co/AhYT2MrcHd",1,2
520,2021-12-04 23:45:37,Topher White,cwhite24,1114,3500,"ÜT: 40.104184,-82.94296","RT @KicksDeals: The appealing NEW university red/light photo blue ""Air Max Running Club"" Nike Air Max Plus SE is direct from @nikestore wit…",0,6
521,2021-12-04 23:45:26,JR.,FollowThe_Leada,35,0,"Norfolk, Virginia ",Nah that’s cause I get basketball 🏀 Nike gear,0,0
523,2021-12-04 23:45:14,⚜Patrick Broussard⚜,p_kicks23,608,1099,"Dallas, TX",@TheDon8708 @nikestore @Nike @Jumpman23 Best Jordan 9 cw!!!!,1,0
525,2021-12-04 23:44:59,Josef Aragao SCCP,JosefAragaoSCCP,961,4588,"Carapicuíba, Brasil","RT @TudodePES: PES 2021 - NOVO UNIFORME CORINTHIANS EM HOMENAGEM AO DR. SÓCRATES 4K

Vídeo Completo: https://t.co/68QYFwEkEl

#Corinthians…",0,11
535,2021-12-04 23:43:55,⚾️TBG🏅,TBGofficial_,605,1294,"Indianapolis, IN","RT @Pickswise: 🎄 25 DAYS OF CHRISTMAS GIVEAWAY 🎄

We're rolling with @laurenjbara's SEC Championship pick. If Alabama covers +6.5, we'll gi…",0,102
536,2021-12-04 23:43:53,Kay Glizzy,33shots_Glizzy,692,319,"Stuyraq , Brooklyn",I need to invest in that Nike ski mask,0,0
538,2021-12-04 23:43:47,MC PESSANHA 🎤,MCPessanhadeMke,2246,2230,"Macaé, Brasil",@ErriJotta Tô pensando em avançar de Nike,0,0
541,2021-12-04 23:43:33,ˢᵇ@🇵🇭Live-GITZ💞,olivvane2,4224,4509,"National Capital Region, Repub","RT @keunurO_O: NGAYON KO LANG NAPANSIN LAHAT SILA NAKA NIKE SHOES?????

LAFSxSB19 OST SOON
@SB19Official
#STANWORLD #SB19
Watch #Bazinga_SB…",0,24
552,2021-12-04 23:43:17,JBemisUofH,listandsellnow,285,1115,"Houston, Texas",Finally the L streak is over #SNKRS #Nike https://t.co/g8BdK8yb9R,0,0
556,2021-12-04 23:43:02,tim hell.,itsTimHell,5558,1325,"Brooklyn, NY",RT @StreetFashion01: Louis Vuitton x Nike SS22 Briefcase!🖤 https://t.co/iCVZhoUbBz,0,78
560,2021-12-04 23:42:38,Ivy Park-Simpson ☄️💥,yungranch_,794,1743,"FUGGEDΔBOUTIT, NY",RT @StreetFashion01: Louis Vuitton x Nike SS22 Briefcase!🖤 https://t.co/iCVZhoUbBz,0,78
562,2021-12-04 23:42:29,ZEK🤟🏾🏀🎮,SupremeZek,100,444,"Georgia, USA",RT @brkicks: These Giannis Nike Zoom Freak 3 UNO colorways are amazing. One gotta go 🤔 @Giannis_An34 https://t.co/GRvOUmHqOl,0,21
563,2021-12-04 23:42:24,⚜Patrick Broussard⚜,p_kicks23,608,1099,"Dallas, TX",@Kaya_Alexander5 @maniere_usa @Jumpman23 @nikestore @Nike @SneakerAdmirals Congrats!!!,1,0
573,2021-12-04 23:41:47,권정자 JungJa  Kwon,fmdFJgOIWjSgLJO,20,3,"대한민국 서울 Seoul, Korea","RT @lizahasanova: #GDRAGON PEACEMINUSONE X NIKE KWONDO 1 promo in Beijing SKP SELECT, China

cr. KICKSVISION weibo
#kwondo1 #peaceminusone…",0,50
580,2021-12-04 23:41:33,JG ,021_joaozinn,345,3007,"Água Santa, Rio de Janeiro",RT @VnMultimarcasPu: Nike da cabeça aos pés  ✅🤤🤤 https://t.co/TbYv9RrX7F,0,18
586,2021-12-04 23:41:11,gαbi,gaAb_CaldeirA,402,255,"Jaguarão, Brasil",N sei se boto o Nike ou o tênis rosa,0,0
587,2021-12-04 23:41:11,Sebastian Lamens,SebastianLamens,591,3730,"Rheden, Nederland",https://t.co/UHUcBpj3uo,0,1
